Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Wambaya;Jiya-j-bɑ ngu-ny-u gijilulu.;give-TH-FUT 1SG.A-2SG-FUT money.IV(ACC);I will give you (sing.) money.;NCSA;;Nordlinger (1998: 140);Nordlinger1998;140;(5-10);;give;1;SG;;;2;SG;;;3;SG;;ACC
Wambaya;Jiyɑ-j-bɑ ngu-ny-u gurlɑ gijilulu.;give-TH-FUT 1SG.A-2O-FUT 2DU.ACC money.IV(ACC);I will give you two some money.;NCSA;;Nordlinger (1998: 140);Nordlinger1998;140;(5-11);;give;1;SG;;;2;DU;;ACC;3;SG;;ACC
Wambaya;Dɑgumɑ gini-ng-ɑ ngirrɑ.;hit 3SG.M.A-1O-NF 1PL.EXC.ACC;He hit us.;Transitive;;Nordlinger (1998: 140);Nordlinger1998;140;(5-12);;hit;3;SG;;;/;/;/;/;1;PL;;ACC
Wampis;[ʃikapat͡ʃi=a hu=na] ama-sa-ta-hamɨ;[small=COP PROX=ACC] give-ATT-IMM.FUT-1SG>2SG+DECL;I am going to give you this little one. (Lit.: ‘I am going to give you this [who] is little.’);NCSA;ACC.ACC;Peña (2015: 428);Pena2015;428;2;;give;1;SG;;;2;SG;;;3;SG;;ACC
Wampis;Nasɨ ̃ [T͡sɨkt͡ʃɨku]=na [ʃuaka]=na su-sa-ma-ji;Nasɨ ̃ T͡sɨkt͡sɨku=ACC beaded.necklace=ACC give-ATT-REC.PT-3.PT;Nase gave T͡sekt͡seku a beaded necklace.;NCSA;605, 665;Peña (2015: 486);Pena2015;486;38;;give;3;SG;;;3;SG;;ACC;3;SG;;ACC
Waray;tjatpula an-tjerinj al-kulpe a-kupam-u pa-wu-y mariwak:u;old man CI-one F-woman CI-lots-OBL 3PLS-give-REAL old days;They used to give one old man many young girls in the old days;NCSA;Harvey (1986: 169–170);Harvey (1986: 169);Harvey1986;169;1;;give;3;PL;;;3;SG;;NOM/ABS;3;PL;;NOM/ABS
Waray;pun-nawa-m waripa welfare-yi al-walin-yang;3PL.OBJ-take.off-REAL children welfare-ERG F-mother-ORIG;Welfare took the children off the mother.;Transitive;The source, al-walin ‘mother’ is marked with the “origin” case.;Harvey (1986: 170);Harvey1986;170;3;;take;3;SG;;ERG;/;/;/;/;3;PL;;ABS
Wardaman;ngɑnburr-wo-n wu-munburrɑ wurre-mulu-yi;3NSG/1SG-give-PRES WU-money-ABS child-PL-ERG;The children give me money.;NCSA;;Merlan (1994: 66);Merlan1994;66;10;;give;3;PL;;ERG;1;SG;;;3;SG;;ABS
Wardaman;ngɑn-jewu-rri mɑdin;3SG/1SG-show-PST language-ABS;She taught me language.;NCSA;;Merlan (1994: 66);Merlan1994;66;11;;teach;3;SG;;;1;SG;;;3;SG;;ABS
Wardaman;jɑrnbɑb wurr-yɑnɑ-rri yinggi wonggo yinimburr-wo-n;try 3NSG-say-PST you-SGDAT not 3NSG/2SG-give-PRES ;They kept on telling you they won't give you [any, anything].;NCSA;;Merlan (1994: 67);Merlan1994;67;14;;give;3;PL;;;2;SG;;;3;SG;;
Wardaman;jɑrnbɑb yimburr-yɑnɑ-rri wonggo yinimburr-wo-n;try 3NSG/2SG-say-PST not 3NSG/2SG-give-PRES;They kept telling you they won't give you [any, anything].;NCSA;;Merlan (1994: 67);Merlan1994;67;15;;give;3;PL;;;2;SG;;;3;SG;;
Wardaman;din ngɑnbu-dɑ-rri mɑwuyɑ-wu yilɑmɑ mɑrlugɑ ngɑ-wo-ndi mɑwuyɑ-wɑrɑng mɑyin;blame 3NSG/1SG-AUX-PST poison-DAT maybe oldman-ABS 1SG/3SG-give-PST poison-having-ABS food-ABS;They blamed me for poison[ing], [they reckoned that] I gave the old man food with poison in it.;NCSA;;Merlan (1994: 84);Merlan1994;84;100;;give;1;SG;;;3;SG;;ABS;3;SG;;ABS
Wardaman;yiwɑrlng wu-gid dɑnɑ dirrbɑ yinge-we wɑlbɑ-wɑgbɑwun ngɑnu-wo-ndi;clothes-ABS WU-narrow-ABS this-ABS stuck 1SGIRR-AUX wide-lacking-ABS 2NSG/1SG-give-PST;This dress is tight, I might get stuck, you gave me something not wide [enough].;NCSA;;Merlan (1994: 86);Merlan1994;86;110;;give;2;PL;;;1;SG;;;3;SG;;ABS
Wardaman;wunggunburr-wo-ndi julɑy-wɑrrmɑ juni;3NSG/3NSG-give-PST [July]-FP [Junie] ;They gave it to July and Junie.;NCSA;;Merlan (1994: 89);Merlan1994;89;124;;give;3;PL;;;3;PL;;ABS;3;SG;;
Wardaman;nɑnɑ yi-wɑrnɑ-gɑri yi-nɑmun-gɑrɑng nɑnɑ yo-0-lo-yi-n-gɑ-mɑrlɑng gungɑ nɑnɑ-wunyin yɑ-wurr-wo-n;that-ABS YI-other-other-ABS YI-sister-having-ABS that-ABS 3-3SG-dance-MED-PRES-SUB-ANA 3SG-DAT that-SPEC 3-3NSG-give-PRES  ;The other one who has [is married to] the elder sister, that one who [as mentioned] dances for her, that's the one to whom they give her.;NCSA;;Merlan (1994: 96–97);Merlan1994;96–97;157;;give;3;PL;;;3;SG;;;3;SG;;
Wardaman;wu-wɑlbɑn ngɑnu-wo-ndi wonggo ngɑyugu gunju-wɑrang lɑrrgɑjɑ;WU-wide 2NSG/1SG-give-PST neg 1SGABS flesh-having boney;You gave me a loose-fitting dress, I'M not ample, I'm skinny.;NCSA;;Merlan (1994: 109);Merlan1994;109;189;;give;2;PL;;;1;SG;;;3;SG;;ABS
Wardaman;dɑwɑg-bɑ ngɑng-bu-ndi wonggo yiniwun-wo-n lɑyin mɑyin yɑwunggin ngɑyug-ji-wɑn dɑwag ngɑwun-bu-ndi gunyɑ jɑjɑli-wujbɑn;stop-PS 1SG/2SG-AUX-PST neg IRR2SG/3NSG-give-PRES meat-ABS food-ABS 1INDUGEN-ABS 1SG-ERG-DF stop 1SG/3NSG-AUX-PST 3SG-DISS frequently-AGT ABS;I stopped you from giving them our [1INDU] meat and food and I stopped them from backing-and-forthing.;NCSA;;Merlan (1994: 111);Merlan1994;111;198;;give;2;SG;;;3;PL;;;3;SG;;ABS
Wardaman;mɑ-ngɑ-jejbɑrlɑ-n-gɑ wonggo mo-ngon-wo-n;HAB-1SG/3SG-ask-PRES-SUB neg HAB-3SG/1SG-give-PRES;When I always ask him he never gives me [anything].;NCSA;;Merlan (1994: 136);Merlan1994;136;236;;give;3;SG;;;1;SG;;;3;SG;;
Wardaman;wunggunburr-wo-ndi wurr-ngu-ndi nɑ yi-wɑrnɑ-mulu-yi mɑrlugɑ gegeyenmɑn gimiyn-gu go yibiyi mɑrlugɑ gegeyenmɑn ngɑwurnen-(n)yi dulu mɑrlugɑ yurrwɑrlɑ dulu nɑn-gɑnung-nyi wurr-ngu-ndi;3NSG/3NSG-give-PST 3NSG-eat-PST [now] YI-some-PL-ERG old man-ABS [name]-ABS [name]-DAT 3SG DAT father-ABS old man-ABS [name] many-ERG [name]-ABS old man-ABS [skin]-ABS [name]-ABS this-COL-ERG 3NSG-eat-PST;They gave it to them and some of them ate it now old man Gegeyenman Gimiyn's father old man Gegeyenman a lot of them, Dulu, old yurrwarla [subsection] Dulu these/those ate it...'.;NCSA;;Merlan (1994: 141);Merlan1994;141;242;;give;3;PL;;;3;PL;;;3;SG;;
Wardaman;ngɑn-jeye-mɑ-rrl ngɑn-wo-wɑ yi-munburrɑ mɑ-jɑd ngɑn-burlɑ-mɑ-rri wonggo ngɑn-wo-ndi mɑ-jɑd wudu-biji ngɑn-wo-ndi;3SG/1SG-promise-PST 3SG/1SG-give-FUT YI-money-ABS MA-big-ABS 3SG/1SG-deceive-PST neg 3SG/1SG-give-PST MA-big-ABS little-ABS-only 3SG/1SG-give-PST;He promised he would give me a lot of money, he deceived me, he didn't give me a lot, he only gave me a little.;NCSA;;Merlan (1994: 180);Merlan1994;180;383;;give;3;SG;;;1;SG;;;3;SG;;ABS
Wardaman;ngɑni-wo-n wiyɑn;2SG/1SG-give-PRES water-ABS;Give[SG] me water!;NCSA;;Merlan (1994: 183);Merlan1994;183;399;;give (imperative);2;SG;;;1;SG;;;3;SG;;ABS
Wardaman;ngɑnu-wo-n wiyɑn;2NSG/1SG-give-PRES water-ABS;Give [NSG] me water;NCSA;;Merlan (1994: 183);Merlan1994;183;400;;give (imperative);2;PL;;;1;SG;;;3;SG;;ABS
Wardaman;wonggo yingɑnu-wo-n wɑrnɑrr-wɑrɑng ngɑnu-wo-n gunju wɑrnɑrr-wɑgbawun;neg IRR2NSG/1SG-give-PRES fat-having-ABS 2NSG/1SG-give-PRES meat-ABS fat-lacking-ABS;Don't give me any with fat, give me meat without fat.;NCSA;;Merlan (1994: 187);Merlan1994;187;421;;give;2;PL;;;1;SG;;;3;SG;;ABS
Wardaman;worromɑn-bi yɑ wonggo yini-wo-n wiyɑn yɑyi-lɑyi yɑ-0-jingi-n legegun legegun ye-0-ngewbɑ wu-judɑ wu-judɑ;fast-ART go neg IRR2SG/3SG-give-PRES water-ABS IRR3-die 3-3SG-be-PRES sporadically rpd 3-3SG-breathe-PRES WU-short WU-short;Go quickly, you mustn't give him water lest he die, he's there breatheing irregular short breaths.;NCSA;;Merlan (1994: 188);Merlan1994;188;426;;give;2;SG;;;3;SG;;;3;SG;;ABS
Wardaman;dɑwɑg-bɑ ngɑng-bu-ndi wonggo yi-niwun-wo-n lɑyin;stop-PS 1SG/2SG-AUX-PST neg IRR-2SG/3NSG-give-PRES meat-ABS;I stopped you from giving them meat.;NCSA;;Merlan (1994: 188);Merlan1994;188;427;;give;2;SG;;;3;PL;;;3;SG;;ABS
Wardaman;bujun yi-ngon-wo-ny-gɑ mɑ-jɑd yi-ngong-wo-ndi;if IRR-3SG/1SG-give-PST-SUB MA-big-ABS IRR-1SG/2SG-give-PST;If he had given me a lot, I would have given you [some].;NCSA;;Merlan (1994: 197);Merlan1994;197;469;;give;3;SG;;;1;SG;;;3;SG;;ABS
Wardaman;ngɑnburr-wo-ndi-yɑ budɑ yingilgɑ yi-wɑd-gu wu-melemɑ-wu yi-wɑngɑny-gu;3NSG/1SG-give-PST-NAR plum-ABS juice-ABS YI-pubis-DAT WU-black-DAT YI-armpit-DAT;The two of them gave me black plum juice to make my pubis and armpit hair black.;NCSA;;Merlan (1994: 212);Merlan1994;212;511;;give;3;PL;;;1;SG;;;3;SG;;ABS
Wardaman;dog-bɑri ngɑnu-wo-n;split-NOM 2NSG/1SG-give-PRES;Give me the halved one/give me that bit.;NCSA;;Merlan (1994: 217);Merlan1994;217;521;;give (imperative);3;PL;;;1;SG;;;3;SG;;ABS
Wardaman;ngɑmɑndɑ menyin yiwun-wo-ndi mululurru;what-ABS cheek-ABS 2SG/3NSG-give-PST old woman rdp-ABS;What sort of cheek/argument did you give the old women?;NCSA;;Merlan (1994: 230);Merlan1994;230;547;;give;2;SG;;;3;PL;;ABS;3;SG;;ABS
Wardaman;ngɑninggin ngɑnu ngɑnburr-wo-ndi;mine-ABS 1SG-DAT 3NSG/1SG-give-PST;They gave me mine [or, possibly, 'to mine'].;ICSA;;Merlan (1994: 235);Merlan1994;235;572;;give;3;PL;;;1;SG;;DAT;1;SG;;ABS
Wardaman;yi-munburrɑ 0-wo-ndi dɑngindi;money-ABS 3SG-give-PST paperbark-ABS;He gave him his money.;NCSA;;Merlan (1994: 240);Merlan1994;240;589;;give;3;SG;;;3;SG;;;3;SG;;ABS
Wardaman;yibumbu yɑnimɑ-n joy ngɑnburr-wo-ndi-yɑ-wuyɑ wu-jɑd;billy-ABS thus-ABS give 3NSG/1SG-give-PST-NAR-DU WU-big-ABS;They gave me a big billycan like this;NCSA;;Merlan (1994: 241);Merlan1994;241;594;;give;3;PL;;;1;SG;;;3;SG;;ABS
Wardaman;boisinim yi-wo-ndi 0-yɑnɑ-rri ngɑnu ngɑyugu ngɑ-yɑnɑ-rri wonggo boisinim ngɑ-wo-ndi;[poison] 2SG-give-PST 3SG-say-PST 1SG-DAT 1SG-ABS 1SG-say-PST not [poison] 1SG-give-PST;You gave him poison, she said to me. I said, I didn't poison him.;NCSA;;Merlan (1994: 250-251);Merlan1994;250-251;606;;give;2;SG;;;3;SG;;;3;SG;;ABS
Wardaman;bujun yi-niwu-lɑ-n-gɑ yi-niwu-lɑ digirrij-bi yi-gle-man-bi yi-niwu-lɑ ngɑyig-ji wonggo yi-ngɑng-wo-n;if IRR-2SG/3NSG-bite-PRES-SUB IRR-2SG/3NSG-bite dead-ART YI-dead-NOM-ART IRR-2SG/3NSG-bite 1SG-ERG neg IRR-1SG/2SG-give-PRES;If you bite them, you might bite them to death, you might bite them until they're dead, I can't give you [any].;SA;;Merlan (1994: 294);Merlan1994;294;720;;give;1;SG;;ERG;2;SG;;;3;SG;;
Wardaman;wonggo ngɑwun-wo-ndi;neg 1SG/3NSG-give-PST;I didn't give them [any].;NCSA;;Merlan (1994: 302);Merlan1994;302;750;;give;1;SG;;;3;PL;;;3;SG;;
Wardaman;wonggo mo-ngon-wo-n gɑbarri wonggo mɑ-ngɑni-wo-n;neg HAB-3SG/1SG-give-PRES also neg HAB-2SG/1SG-give-PRES;She doesn't give to me, and also you don't give to me.;NCSA;;Merlan (1994: 306);Merlan1994;306;775;;give;3;SG;;;1;SG;;;;;;
Wardaman;yulun wurr-me-ndi-yaɑ gorro-wɑ gɑbɑrri jongon-bɑ wunggunburr-wo-ndi-yɑ dɑngindi mɑ-nyɑlugin;trade 3NSG-get-PST-NAR south-ABL also north-ABL 3NSG/3NSG-give-PST-NAR paperbark-ABS MA-soft-ABS  ;They got trade items from the south and also from the north they gave them soft paperbark.;NCSA;;Merlan (1994: 307);Merlan1994;307;777;;give;3;PL;;;3;PL;;;3;SG;;ABS
Wardaman;bujun yi-ngɑn-wo-ndi mɑ-jɑd yi-ngong-wo-ndi ngɑlɑ ngon-wo-ndi wudu  ;if IRR-3SG/1SG-give-PST MA-big-ABS IRR-1SG/2SG-give-PST but 3SG/1SG-give-PST little-ABS;If he'd given me a great deal, I would have given you some, but he only gave me a little bit.;NCSA;;Merlan (1994: 310);Merlan1994;310;790;;give;3;SG;;;1;SG;;;3;SG;;ABS
Wardaman;wurr-me-ndi wɑrlbɑg wujɑ-wɑ wurr-gi-ndi-yɑ gɑwɑrlɑ-yɑ yi-wɑrnɑ-gɑri buwud wurr-bu-ndi wurr-gi-ndi-yɑ duy-mɑ yɑnimɑ mayin-gunbɑ nɑn-gɑnung-gunbɑ mɑ-nɑndum-gunbɑ wunggunburr-wo-ndi-yɑ legelege;3NSG-AUX-PST remove fire-ABL 3NSG-put-PST-NAR coolamon-LOC YI-other-other-ABS put under coals 3NSG-AUX-PST 3NSG-put-PST-NAR heap-PS thus food-SOU that-COL-SOU MA-seed-SOU 3NSG/3NSG-give-PST-NAR one rdp-ABS;They removed it from the fire they put it in the coolamon they put another under the coals they put it in a heap, thus from the food, from those seeds they gave it out to them one-by-one [severally].;NCSA;;Merlan (1994: 313–314);Merlan1994;313–314;803;;give;3;PL;;;3;PL;;;3;SG;;ABS
Wardaman;wonggo yɑyinun-wo-n yinyɑng yi-welen gilɑ;neg IRR1EXNSG-2SG-give-PRES 2SG-ABS YI-jealous-ABS EMPH ;We can't give her [a wife] to you, you're too jealous!;NCSA;;Merlan (1994: 322);Merlan1994;322;824;;give;1;PL;;;2;SG;;;3;SG;;
Wardaman;ngɑ-yerde-rri-wɑn ngɑnburr-wo-ndi-yɑwu-mɑrlɑ mɑdin;1SG-know-PST-DF 3NSG/1SG-give-PST-NAR-ITER word-ABS;I knew for they had told me many times;NCSA;;Merlan (1994: 341);Merlan1994;341;110;;tell;3;PL;;;1;SG;;;3;SG;;ABS
Wardaman;ngɑnburr-wo-ndi nɑ;3NSG/1SG-give-PST [now];they gave me to him now;NCIA;Agreement with T because it is first person? Contradicts Merlan’s other statements, but the form seems correct.;Merlan (1994: 360);Merlan1994;360;308;;give;3;PL;;;3;SG;;;1;SG;;
Wardaman;mɑwuyɑ-wɑrɑng yi-wo-ndi: mɑwuyɑ-wɑrɑng yi-wo-ndi:;poison-having-ABS 2SG-give-PST poison-having-ABS 2SG-give-PST;you gave him food with poison in it, you gave him food with poison in it;NCSA;;Merlan (1994: 365);Merlan1994;365;357;;give;2;SG;;;3;SG;;;3;SG;;ABS
Wardaman;wunggunburr-wo-ndi nɑ;3NSG/3NSG-give-PST [now];they gave it to them now;NCSA;;Merlan (1994: 379);Merlan1994;379;9;;give;3;PL;;;3;PL;;;3;SG;;
Wardaman;joy 0-wo-ndi nɑ;give 3SG-AUX-PST [now];he gave it to her;NCSA;;Merlan (1994: 394);Merlan1994;394;175;;give;3;SG;;;3;SG;;;3;SG;;
Wardaman;0-wo-ndi-yɑ nɑ;3SG-give-PST-NAR [now];she gave him clean food [milk];NCSA;;Merlan (1994: 395);Merlan1994;395;183;;give;3;SG;;;3;SG;;;3;SG;;
Wardaman;wɑrnɑ ngɑnun-wo-n go wurre-wuyɑ-wu ngɑ-dɑgbɑrlɑ-wɑ wurrugu wurre-wu dɑn-gu;not 1SG/2SG[PL?]-give-PRES 3SG-DAT child-DU-DAT 1SG-have-FUT 3NSG-DAT child-DAT this-DAT;I won't give any to you, I have to have it for painting up these kids;NCSA;;Merlan (1994: 457);Merlan1994;457;8;;give;1;SG;;;2;SG;;;3;SG;;
Wardaman;bujun yɑyi-ngun-wo-ny-gɑ yɑyi-wudbɑ-rri dɑmi-rlɑn rɑytɑp;if IRR-3SG-3NSG-give-PST-SUB IRR-3SG-throw-PST this way [right up];if he'd given it to them, he'd have thrown this way;NCSA;;Merlan (1994: 460);Merlan1994;460;37;;give;3;SG;;;3;PL;;;3;SG;;
Wardaman;ngɑnu-wo-n-guyɑ lɑyin 0-yɑnɑ-rri;2NSG/1SG-give-PRES-DU meat-ABS 3SG-say-PST;the two of you give me meat, he said;NCSA;;Merlan (1994: 463);Merlan1994;463;18;;give;2;PL;;;1;SG;;;3;SG;;ABS
Wardaman;lɑyin 0-wo-ndi dorij-ji;meat-ABS 3SG-give-PST [Doris]-ERG;Doris gave him meat;NCSA;;Merlan (1994: 463);Merlan1994;463;19;;give;3;SG;;ERG;3;SG;;;3;SG;;ABS
Wardaman;ɑ ngɑnɑ-yu wonggo yi-ngong-wo-n ngɑ-yɑnɑ-rri go ngɑyugu;oh 3SG-HT-COP not IRR-1SG/2SG-give-PRES 1SG-say-PST 3SG-DAT 1SG-ABS;Oh no, I can't give it to you', I said to him;NCSA;;Merlan (1994: 464);Merlan1994;464;22;;give;1;SG;;;2;SG;;;3;SG;;
Wardaman;yirr-wo-ny-gɑ ɑnyin gilɑ;1EXNSG-give-PST-SUB [onion] indeed;having given him onion;NCSA;;Merlan (1994: 467);Merlan1994;467;52;;give;1;PL;;;3;SG;;;3;SG;;ABS
Wardaman;ngɑnburr-wo-ny-gɑ ɑnyin 0-yɑnɑ-rri;3NSG/1SG-give-PST-SUB [onion] 3SG-say-PST;that the two of them gave me onion, he said;NCSA;;Merlan (1994: 468);Merlan1994;468;64;;give;3;PL;;;1;SG;;;3;SG;;ABS
Wardaman;wunggunburr-wo-ndi-yɑ;3NSG/3NSG-give-PST;they gave them to them;NCSA;;Merlan (1994: 470);Merlan1994;470;7;;give;3;PL;;;3;PL;;;3;PL;;
Wardaman;wunggunburr-wo-ndi-yɑ gorrong-lɑn;3NSG/3NSG-give-PST south-ALL;they gave them to them in the south;NCSA;;Merlan (1994: 471);Merlan1994;471;16;;give;3;PL;;;3;PL;;;3;PL;;
Wardaman;wɑngi ngɑn-yɑnɑ-rri-yɑ ngɑninggin-yi ngɑbobu-yi;only 3SG/1SG-say-PST-NAR mine-ERG FM-ERG;only my grandmother told me;Transitive;;Merlan (1994: 471);Merlan1994;471;17;;tell;3;SG;;ERG;/;/;/;/;1;SG;;
Wardaman;ngorrogorro-wɑn lurrbu wurr-(y)ɑnggi-yɑ-wuyɑ, winybɑrr wurr-wo-ndi-yɑ mɑyin;afternoon-DF home 3NSG-go-PST-NAR-DU [place] 3NSG-give-PST-NAR food-ABS;and in the afternoon the two went home to Winybarr, they gave him food;NCSA;;Merlan (1994: 509);Merlan1994;509;5;;give;3;PL;;;3;SG;;;3;SG;;ABS
Wardaman;lurrbu wurr-(y)ɑnggi-yɑ winybɑrr wurr-wo-ndi-yɑ mɑrlugɑ;home 3NSG-go-PST-NAR [place] 3NSG-give-PST-NAR old man-ABS;they went back to Winybarr and gave it to the old man;NCSA;;Merlan (1994: 510);Merlan1994;510;15;;give;3;PL;;;3;SG;;ABS;3;SG;;
Wardaman;wunggunburr-wo-ndi-yɑ lege lege wunggunburr-wo-ndi-yɑ-wɑn;3NSG/3NSG-give-PST-NAR one-ABS one-ABS 3NSG/3NSG-give-PST-NAR-DF;they distributed them to people;NCSA;;Merlan (1994: 516);Merlan1994;516;57;;distribute;3;PL;;;3;PL;;;3;PL;;ABS
Wardaman;yi-ngigilmɑ-wɑgbɑwun wɑjiwɑji nɑnɑ wonggo wunggunburr-wo-ndi;YI-straight-lacking-ABS wrong that-ABS not 3NSG/3NSG-give-PST;incorrect, wrong way marriage, that's where they didn't give them;NCSA;;Merlan (1994: 535);Merlan1994;535;64;;give;3;PL;;;3;PL;;;;;;
Wardaman;nɑnɑ yɑ-wurr-wo-n nɑnɑ yi-nanum go nɑn-gu wurre-wu;that-ABS 3-3NSG-give-PRES that-ABS Yl-sister-ABS 3SG-DAT that-DAT child-DAT;they give the elder sister of that child;NCSA;;Merlan (1994: 542);Merlan1994;542;9;;give;3;PL;;;3;SG;;ABS;;;;
Wardaman;nɑnɑ-wunyin yɑ-wurr-wo-n;that-ABS-SPEC 3-3NSG-give-PRES;that's the one to whom they give;NCSA;;Merlan (1994: 543);Merlan1994;543;12;;give;3;PL;;;3;SG;;ABS;;;;
Wardaman;yi-ngɑwuyu yinggɑwun yinggini-wo-n wurr-yɑnɑ-rri gungɑ;YI-wife-ABS 2SG-ABS 2SG/1NSG-give-PRES 3NSG-say-PST 3SG-DAT;You might give us your wife', they said to him;NCSA;;Merlan (1994: 565);Merlan1994;565;26;;give;2;SG;;ABS;1;PL;;;3;SG;;ABS
Wardaman;wonggo yin.gun-wo-ndi;not 3SG/1EXNSG-give-PST;he didn't give us any;NCSA;;Merlan (1994: 571);Merlan1994;571;25;;give;3;SG;;;1;PL;;;3;SG;;
Wardaman;ngɑmɑndɑ menyim yiwun-wo-ndi mululurru;what-ABS cheek-ABS 2SG/3NSG-give-PST old woman rdp-ABS;what sort of cheek/argument did you give to the old women?;NCSA;;Merlan (1994: 572);Merlan1994;572;31;;give;2;SG;;;3;PL;;ABS;3;SG;;ABS
Wardaman;yi-munburrɑ 0-wo-ndi dɑngindi;YI-rock-ABS 3SG-give-PST paperbark-ABS;he gave him his [paper] money now;NCSA;;Merlan (1994: 573);Merlan1994;573;42;;give;3;SG;;;3;SG;;;3;SG;;ABS
Wichi;wit n-kˠexʷa Ø-mołe(q)-te-hi wit i-wum-nu ;CONJ 1pos-cónyuge 3-quedar-PAS-LOC CONJ 3-botar-OB1;Y mi cónyuge se queda aquí y me bota;Transitive;Terraza (2009: 225–227) S.225 oben;Terraza (2009: 225);Terraza2009;225;79;;botar;3;SG;;;/;/;/;/;1;SG;;
Wichi;hop to hi-wen-te-nu-hu maq to Ø-hote kalamelu-tsu-xʷax ;FOC SUB 3-tener-PAS-OB1-APL cosa SUB 3-parecer caramelo-DEM-DIM ;Porque me dio una cosa que se parece a un caramelito;NCSA;NOM.NOM;Terraza (2009: 226);Terraza2009;226;81;;dar/give;3;SG;;;1;SG;;;3;SG;;NOM
Wichi;Ø-lose-x"ax i-le-(y)ex hunhat, Ø-yił, n-xʷel-am-hu, Jimena;Ø-hija-DIM 3-dejar?-APL tierra, 3-morir, 1-decir-OB2-APL, Jimena  ;Su hijita dejó la tierra, murió, te lo digo Jimena;NCSA;;Terraza (2009: 226);Terraza2009;226;82;;decir/tell;1;SG;;;2;SG;;NOM;3;SG;;
Wichi;hinu hi-wen-nu-hu kumila;hombre 3-tener-OB1-APL comida;El hombre me da comida;NCSA;;Terraza (2009: 227);Terraza2009;227;83;;dar/give;3;SG;;;1;SG;;;3;SG;;NOM
Yakkha;kɑ ɑ-ni mendhwɑk hɑkt-wɑ-ŋ=nɑ.;1SG[ERG] 1SG.POSS-aunt  goat  send-NPST[3.P]-1SG.A=NMLZ.SG;I send my aunt a goat.;NCSA;Schackow (2015: 338–341);Schackow (2015: 338);Schackow2015;338;15a;;send;1;SG;;ERG;3;SG;;NOM;3;SG;;NOM
Yakkha;kɑ ndɑ eko cokleʈ piʔ-nen=nɑ.;1SG[ERG] 2SG one sweet give[PST]-1>2=NMLZ.SG;I gave you a sweet.;NCSA;Alternates with SCSA/ICIA, lexical alternation, pragmatic reasons can trigger NCIA;Schackow (2015: 339);Schackow2015;339;15b;NCIA S.353 37?;give;1;SG;;ERG;2;SG;;NOM;3;SG;;NOM
Yakkha;kɑ ndɑ pyɑk cokleʈ piʔ-nen=hɑ.;1SG[ERG] 2SG many sweet give[PST]-1>2=NMLZ.NSG;I gave you many sweets.;NCSA;NOM (LOC). NOM (INS);Schackow (2015: 339);Schackow2015;339;15c;;give;1;SG;;ERG;2;SG;;NOM;3;PL;;NOM
Yakkha;kɑ ɑ-cyɑ=ci iskul=be pɑks-wɑ-ŋ-ci-ŋ=hɑ.;1SG[ERG] 1SG.POSS-child=NSG school=LOC send-NPST-1SG.A-NSG.P-1SG.A=NMLZ.NSG;I send my children to school.;ICIA;Alternates with SCSA/ICIA, lexical alternation, pragmatic reasons can trigger NCIA;Schackow (2015: 339);Schackow2015;339;16a;;send;1;SG;;ERG;3;SG;;LOC;3;PL;;NOM
Yakkha;ɑk=kɑ khorek culɑ=gɑ u-yum=be yuks-uks-u-ŋ=nɑ.;1SG.POSS=GEN bowl hearth=GEN 3SG.POSS-side=LOC put-PRF-3.P[PST]-1SG.A=NMLZ.NSG;I have put my bowl next to the hearth.;ICIA;;Schackow (2015: 339);Schackow2015;339;16b;;put;1;SG;;;3;SG;;LOC;3;SG;;NOM
Yakkha;ɑmɑ=ŋɑ ɑ-nunchɑ nethɑm=be nes-u=nɑ.;mother=ERG 1SG.POSS-younger_sibling bed=LOC lay-3.P[PST]=NMLZ.NSG ;Mother laid my younger sister on the bed.;ICIA;;Schackow (2015: 339);Schackow2015;339;16c;;lay;3;SG;;ERG;3;SG;;LOC;3;SG;;NOM
Yakkha;hɑku nhɑŋto m-bɑ=nuŋ nɑsɑ ŋ-in-wɑ-n-ci-ŋɑ-n=hɑ.;now TEMP.ABL 2SG.POSS-father=COM fish NEG-buy-NPST-NEG-3NSG.P-EXCL-NEG=NMLZ.NSG;From now on I will not buy fish from your father.;ICIA;;Schackow (2015: 340);Schackow2015;340;17b;;buy;1;SG;;;3;SG;;COM;3;PL;;NOM
Yakkha;kɑ cɑbɑk=ŋa pɑŋge lend-u-ŋ=hɑ.;1SG rice=INS millet exchange-3.P[PST]-1SG.A=NMLZ.NSG;I exchanged rice for millet.;SCSA;;Schackow (2015: 340);Schackow2015;340;19a;;exchange;1;SG;;;3;SG;;NOM;3;SG;;INS
Yakkha;u-ppɑ=ŋɑ hɑmmɑnɑ=ŋɑ pichɑ ept-u=nɑ.;3SG.POSS-father=ERG blanket=INS child cover-3.P[PST]=NMLZ.SG;The father covered his child with a blanket.;SCSA;;Schackow (2015: 340);Schackow2015;340;19b;;cover;3;SG;;;3;SG;;NOM;3;SG;;INS
